Year,Item.Group,Product.Classification,customer_category,Actual Margin
2020,Const Supplies CS/SD,HANSOC,Good,22.824622207884925
2020,Const Supplies CS/SD,HANSOL,Better,18.787739797640366
2020,Const Supplies CS/SD,HANSOL,Good,17.219541616405312
2020,Const Supplies CS/SD,HANSPN,Best,39.40278401436911
2020,Const Supplies CS/SD,HANSPN,Better,28.57738840216938
2020,Const Supplies CS/SD,HANSPN,Good,28.32316437213183
2020,Const Supplies CS/SD,HANSQU,Best,13.967404267145007
2020,Const Supplies CS/SD,HANSQU,Better,28.158052677872945
2020,Const Supplies CS/SD,HANSQU,Good,22.562787409685747
2020,Const Supplies CS/SD,HANSTP,Best,25.00242647772494
2020,Const Supplies CS/SD,HANSTP,Better,29.40137644731429
2020,Const Supplies CS/SD,HANTAP,Best,23.730759490084814
2020,Const Supplies CS/SD,HANTAP,Better,23.468356891704335
2020,Const Supplies CS/SD,HANTAP,Good,32.334174200686164
2020,Const Supplies CS/SD,HANTBE,Best,50.0
2020,Const Supplies CS/SD,HANTBE,Better,17.599390323353354
2020,Const Supplies CS/SD,HANTBE,Good,100.0
2020,Const Supplies CS/SD,HANTHR,Best,13.900018798715466
2020,Const Supplies CS/SD,HANTHR,Better,17.92233402961877
2020,Const Supplies CS/SD,HANTHR,Good,7.630959088257963
2020,Const Supplies CS/SD,HANTRW,Good,27.605868093317554
2020,Const Supplies CS/SD,HANTUB,Best,55.61023622047244
2020,Const Supplies CS/SD,HANTUB,Better,21.32849426575714
2020,Const Supplies CS/SD,HANTUB,Good,14.222757178744057
2020,Const Supplies CS/SD,HANUNI,Best,19.004297921589718
2020,Const Supplies CS/SD,HANUNI,Better,21.54620196922929
2020,Const Supplies CS/SD,HANUNI,Good,23.57465032330817
2020,Const Supplies CS/SD,HANVIS,Best,16.02369731655677
2020,Const Supplies CS/SD,HANVIS,Better,18.729399609249032
2020,Const Supplies CS/SD,HANVIS,Good,24.271653616444212
2020,Const Supplies CS/SD,HANWED,Best,20.62132613936316
2020,Const Supplies CS/SD,HANWED,Better,25.0396896628832
2020,Const Supplies CS/SD,HANWED,Good,14.065437974460446
2020,Const Supplies CS/SD,HANWHL,Best,40.377661711530735
2020,Const Supplies CS/SD,HANWHL,Better,20.512612756357626
2020,Const Supplies CS/SD,HANWHL,Good,22.819616938551405
2020,Const Supplies CS/SD,HANWRA,Best,20.768667333767073
2020,Const Supplies CS/SD,HANWRA,Better,23.645368215317735
2020,Const Supplies CS/SD,HANWRA,Good,23.485979516908504
2020,Const Supplies CS/SD,HANWRC,Best,18.652630231573678
2020,Const Supplies CS/SD,HANWRC,Better,24.325121477222893
2020,Const Supplies CS/SD,HANWRC,Good,21.439721643077036
2020,Const Supplies CS/SD,HANWRH,Best,12.200560856206858
2020,Const Supplies CS/SD,HANWRH,Better,27.94903190924521
2020,Const Supplies CS/SD,HANWRH,Good,25.254096365462328
2020,Const Supplies CS/SD,HANWRM,Best,16.84065634230789
2020,Const Supplies CS/SD,HANWRM,Better,22.337174277253222
2020,Const Supplies CS/SD,HANWRM,Good,26.32442419026758
2020,Const Supplies CS/SD,HANWRP,Best,14.533751237593394
2020,Const Supplies CS/SD,HANWRP,Better,22.298638080733653
2020,Const Supplies CS/SD,HANWRP,Good,21.275206515290723
2020,Const Supplies CS/SD,HANWRS,Best,10.193560791585144
2020,Const Supplies CS/SD,HANWRS,Better,33.1622257686106
2020,Const Supplies CS/SD,HANWRS,Good,21.819192557338425
2020,Const Supplies CS/SD,HANWRT,Best,20.10794874268917
2020,Const Supplies CS/SD,HANWRT,Better,24.343232985000256
2020,Const Supplies CS/SD,HANWRT,Good,18.172852849633806
2020,Const Supplies CS/SD,HWCAHS,Best,17.524430597858014
2020,Const Supplies CS/SD,HWCAHS,Better,28.823793495400835
2020,Const Supplies CS/SD,HWCAHS,Good,26.60828530755344
2020,Const Supplies CS/SD,HWCCHA,Better,42.8235294117647
2020,Const Supplies CS/SD,HWCFIT,Best,18.376335678817387
2020,Const Supplies CS/SD,HWCFIT,Better,30.281932198115552
2020,Const Supplies CS/SD,HWCFIT,Good,28.59450081199577
2020,Const Supplies CS/SD,HWCMIS,Good,23.566513761467885
2020,Const Supplies CS/SD,HWCREL,Better,-0.8959183673469422
2020,Const Supplies CS/SD,HWCREL,Good,20.44112474743695
2020,Const Supplies CS/SD,HWCTIE,Best,24.667088462429742
2020,Const Supplies CS/SD,HWCTIE,Better,24.44109980763489
